system:index,frp,.geo,latitude,longitude,cluster
0,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34161436374136,31.59081375075549]}",31.59081375075549,77.34161436374136,0
1,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34557351956612,31.59081375075549]}",31.59081375075549,77.34557351956612,0
2,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34953267539086,31.59081375075549]}",31.59081375075549,77.34953267539086,0
3,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33881497575585,31.58744129853451]}",31.58744129853451,77.33881497575585,0
4,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34277398827852,31.58744129853451]}",31.58744129853451,77.34277398827852,0
5,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.34673300080121,31.58744129853451]}",31.58744129853451,77.34673300080121,0
6,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33601605833579,31.58406884631354]}",31.58406884631354,77.33601605833579,0
7,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.33997492758049,31.58406884631354]}",31.58406884631354,77.33997492758049,0
8,1.23,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.3439337968252,31.58406884631354]}",31.58406884631354,77.3439337968252,0
9,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25967802096147,31.31427266863561]}",31.31427266863561,77.25967802096147,0
10,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2636255056966,31.31427266863561]}",31.31427266863561,77.2636255056966,0
11,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26757299043169,31.31427266863561]}",31.31427266863561,77.26757299043169,0
12,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25691175729858,31.31090021641463]}",31.31090021641463,77.25691175729858,0
13,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26085910069497,31.31090021641463]}",31.31090021641463,77.26085910069497,0
14,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.26480644409138,31.31090021641463]}",31.31090021641463,77.26480644409138,0
15,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25414595936033,31.307527764193658]}",31.307527764193658,77.25414595936033,0
16,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.25809316144182,31.307527764193658]}",31.307527764193658,77.25809316144182,0
17,0.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.2620403635233,31.307527764193658]}",31.307527764193658,77.2620403635233,0
18,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05143250468544,31.135532700923974]}",31.135532700923974,78.05143250468544,0
19,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05537253117647,31.135532700923974]}",31.135532700923974,78.05537253117647,0
20,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0593125576675,31.135532700923974]}",31.135532700923974,78.0593125576675,0
21,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04865748989111,31.132160248703]}",31.132160248703,78.04865748989111,0
22,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05259737629974,31.132160248703]}",31.132160248703,78.05259737629974,0
23,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05653726270837,31.132160248703]}",31.132160248703,78.05653726270837,0
24,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04588294279762,31.128787796482026]}",31.128787796482026,78.04588294279762,0
25,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04982268914748,31.128787796482026]}",31.128787796482026,78.04982268914748,0
26,0.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.05376243549732,31.128787796482026]}",31.128787796482026,78.05376243549732,0
27,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81536966787903,31.111925535377154]}",31.111925535377154,77.81536966787903,0
28,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81930871428894,31.111925535377154]}",31.111925535377154,77.81930871428894,0
29,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82324776069888,31.111925535377154]}",31.111925535377154,77.82324776069888,0
30,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81260562098633,31.108553083156185]}",31.108553083156185,77.81260562098633,0
31,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81654452747905,31.108553083156185]}",31.108553083156185,77.81654452747905,0
32,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.82048343397179,31.108553083156185]}",31.108553083156185,77.82048343397179,0
33,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.80984204001398,31.105180630935205]}",31.105180630935205,77.80984204001398,0
34,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81378080661308,31.105180630935205]}",31.105180630935205,77.81378080661308,0
35,0.69,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81771957321219,31.105180630935205]}",31.105180630935205,77.81771957321219,0
36,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19919521758764,30.970282542096243]}",30.970282542096243,78.19919521758764,0
37,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.20312840774186,30.970282542096243]}",30.970282542096243,78.20312840774186,0
38,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.20706159789609,30.970282542096243]}",30.970282542096243,78.20706159789609,0
39,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19643303625598,30.966910089875263]}",30.966910089875263,78.19643303625598,0
40,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.20036608748057,30.966910089875263]}",30.966910089875263,78.20036608748057,0
41,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.20429913870518,30.966910089875263]}",30.966910089875263,78.20429913870518,0
42,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19367132094703,30.963537637654294]}",30.963537637654294,78.19367132094703,0
43,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.19760423326545,30.963537637654294]}",30.963537637654294,78.19760423326545,0
44,2.35,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.20153714558387,30.963537637654294]}",30.963537637654294,78.20153714558387,0
45,7.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.38784347225764,30.9365580198865]}",30.9365580198865,78.38784347225764,0
46,7.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39177527417003,30.9365580198865]}",30.9365580198865,78.39177527417003,0
47,7.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39570707608242,30.9365580198865]}",30.9365580198865,78.39570707608242,0
48,7.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.38507831982656,30.93318556766552]}",30.93318556766552,78.38507831982656,0
49,7.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.38900998304358,30.93318556766552]}",30.93318556766552,78.38900998304358,0
50,7.18,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39294164626058,30.93318556766552]}",30.93318556766552,78.39294164626058,0
51,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96007345125625,30.9230682110026]}",30.9230682110026,77.96007345125625,0
52,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96400469852755,30.9230682110026]}",30.9230682110026,77.96400469852755,0
53,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96793594579884,30.9230682110026]}",30.9230682110026,77.96793594579884,0
54,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95732485670531,30.91969575878163]}",30.91969575878163,77.95732485670531,0
55,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96125596537483,30.91969575878163]}",30.91969575878163,77.96125596537483,0
56,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96518707404435,30.91969575878163]}",30.91969575878163,77.96518707404435,0
57,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95457672602657,30.916323306560653]}",30.916323306560653,77.95457672602657,0
58,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95850769611769,30.916323306560653]}",30.916323306560653,77.95850769611769,0
59,10.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.96243866620884,30.916323306560653]}",30.916323306560653,77.96243866620884,0
60,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.89257737031284,30.869108975467014]}",30.869108975467014,77.89257737031284,0
61,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.89650640276072,30.869108975467014]}",30.869108975467014,77.89650640276072,0
62,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.90043543520859,30.869108975467014]}",30.869108975467014,77.90043543520859,0
63,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.88983701892231,30.86573652324604]}",30.86573652324604,77.88983701892231,0
64,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.89376591314226,30.86573652324604]}",30.86573652324604,77.89376591314226,0
65,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.89769480736223,30.86573652324604]}",30.86573652324604,77.89769480736223,0
66,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.88709713017646,30.862364071025066]}",30.862364071025066,77.88709713017646,0
67,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.89102588619183,30.862364071025066]}",30.862364071025066,77.89102588619183,0
68,2.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.8949546422072,30.862364071025066]}",30.862364071025066,77.8949546422072,0
69,3.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75377361064852,30.751073147732917]}",30.751073147732917,77.75377361064852,0
70,3.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75769781898187,30.751073147732917]}",30.751073147732917,77.75769781898187,0
71,3.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75105092313233,30.747700695511945]}",30.747700695511945,77.75105092313233,0
72,3.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75497499405249,30.747700695511945]}",30.747700695511945,77.75497499405249,0
73,3.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.74832869564221,30.74432824329097]}",30.74432824329097,77.74832869564221,0
74,3.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.75225262917243,30.74432824329097]}",30.74432824329097,77.75225262917243,0
75,5.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73110338668684,30.626292415556872]}",30.626292415556872,78.73110338668684,0
76,5.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73502252616912,30.626292415556872]}",30.626292415556872,78.73502252616912,0
77,5.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.7283601225189,30.6229199633359]}",30.6229199633359,78.7283601225189,0
78,5.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.73227912544478,30.6229199633359]}",30.6229199633359,78.73227912544478,0
79,5.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.72561732225294,30.619547511114927]}",30.619547511114927,78.72561732225294,0
80,5.01,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.72953618864555,30.619547511114927]}",30.619547511114927,78.72953618864555,0
90,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54649802261247,30.07658270353808]}",30.07658270353808,80.54649802261247,1
91,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55039520593704,30.07658270353808]}",30.07658270353808,80.55039520593704,1
92,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54375258309858,30.073210251317107]}",30.073210251317107,80.54375258309858,1
93,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54764963358707,30.073210251317107]}",30.073210251317107,80.54764963358707,1
94,5.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51762610371446,30.06983779909614]}",30.06983779909614,80.51762610371446,1
95,5.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.52152302138943,30.06983779909614]}",30.06983779909614,80.52152302138943,1
96,5.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5254199390644,30.06983779909614]}",30.06983779909614,80.5254199390644,1
97,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54100760976428,30.06983779909614]}",30.06983779909614,80.54100760976428,1
98,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54490452743924,30.06983779909614]}",30.06983779909614,80.54490452743924,1
99,7.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51098560835489,30.06646534687516]}",30.06646534687516,80.51098560835489,1
100,7.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51488239323889,30.06646534687516]}",30.06646534687516,80.51488239323889,1
101,7.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5187791781229,30.06646534687516]}",30.06646534687516,80.5187791781229,1
102,5.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.52267596300689,30.06646534687516]}",30.06646534687516,80.52267596300689,1
103,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.53826310254287,30.06646534687516]}",30.06646534687516,80.53826310254287,1
104,4.81,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54215988742686,30.06646534687516]}",30.06646534687516,80.54215988742686,1
105,7.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5082424965587,30.063092894654186]}",30.063092894654186,80.5082424965587,1
106,7.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51213914867427,30.063092894654186]}",30.063092894654186,80.51213914867427,1
107,7.73,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51603580078984,30.063092894654186]}",30.063092894654186,80.51603580078984,1
108,5.52,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51993245290542,30.063092894654186]}",30.063092894654186,80.51993245290542,1
109,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55110566983001,30.063092894654186]}",30.063092894654186,80.55110566983001,1
110,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55500232194558,30.063092894654186]}",30.063092894654186,80.55500232194558,1
111,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55889897406115,30.063092894654186]}",30.063092894654186,80.55889897406115,1
112,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54836156365091,30.05972044243321]}",30.05972044243321,80.54836156365091,1
113,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55225808302063,30.05972044243321]}",30.05972044243321,80.55225808302063,1
114,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55615460239032,30.05972044243321]}",30.05972044243321,80.55615460239032,1
115,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54561792347496,30.056347990212238]}",30.056347990212238,80.54561792347496,1
116,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.54951431012135,30.056347990212238]}",30.056347990212238,80.54951431012135,1
117,2.6,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5534106967677,30.056347990212238]}",30.056347990212238,80.5534106967677,1
118,1.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74641830878363,30.015878563560545]}",30.015878563560545,80.74641830878363,1
119,1.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.75031310450714,30.015878563560545]}",30.015878563560545,80.75031310450714,1
120,5.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73977811146418,30.012506111339572]}",30.012506111339572,80.73977811146418,1
121,5.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74367277475712,30.012506111339572]}",30.012506111339572,80.74367277475712,1
122,1.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74756743805007,30.012506111339572]}",30.012506111339572,80.74756743805007,1
123,5.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73703317626745,30.009133659118604]}",30.009133659118604,80.73703317626745,1
124,5.62,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74092770715234,30.009133659118604]}",30.009133659118604,80.74092770715234,1
125,1.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74482223803722,30.009133659118604]}",30.009133659118604,80.74482223803722,1
126,1.92,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73818310590266,30.005761206897624]}",30.005761206897624,80.73818310590266,1
127,2.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48879975231581,29.83713859584892]}",29.83713859584892,80.48879975231581,1
128,2.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.49268756014612,29.83713859584892]}",29.83713859584892,80.49268756014612,1
129,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.49657536797639,29.83713859584892]}",29.83713859584892,80.49657536797639,1
130,8.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47441962353702,29.83376614362794]}",29.83376614362794,80.47441962353702,1
131,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47830730012471,29.83376614362794]}",29.83376614362794,80.47830730012471,1
132,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4821949767124,29.83376614362794]}",29.83376614362794,80.4821949767124,1
133,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48608265330012,29.83376614362794]}",29.83376614362794,80.48608265330012,1
134,2.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48997032988783,29.83376614362794]}",29.83376614362794,80.48997032988783,1
135,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.49385800647552,29.83376614362794]}",29.83376614362794,80.49385800647552,1
136,8.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47170338044967,29.830393691406968]}",29.830393691406968,80.47170338044967,1
137,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4755909258171,29.830393691406968]}",29.830393691406968,80.4755909258171,1
138,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47947847118452,29.830393691406968]}",29.830393691406968,80.47947847118452,1
139,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48336601655195,29.830393691406968]}",29.830393691406968,80.48336601655195,1
140,2.36,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.4872535619194,29.830393691406968]}",29.830393691406968,80.4872535619194,1
141,0.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.49114110728684,29.830393691406968]}",29.830393691406968,80.49114110728684,1
142,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47287501366675,29.827021239185992]}",29.827021239185992,80.47287501366675,1
143,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.47676242783625,29.827021239185992]}",29.827021239185992,80.47676242783625,1
144,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48064984200573,29.827021239185992]}",29.827021239185992,80.48064984200573,1
145,4.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.48453725617526,29.827021239185992]}",29.827021239185992,80.48453725617526,1
167,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39903933281691,27.60794767778499]}",27.60794767778499,95.39903933281691,2
168,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.40284511391727,27.60794767778499]}",27.60794767778499,95.40284511391727,2
169,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4066508950176,27.60794767778499]}",27.60794767778499,95.4066508950176,2
170,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.41045667611796,27.60794767778499]}",27.60794767778499,95.41045667611796,2
171,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39610302783156,27.604575225564012]}",27.604575225564012,95.39610302783156,2
172,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39990869179306,27.604575225564012]}",27.604575225564012,95.39990869179306,2
173,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.40371435575454,27.604575225564012]}",27.604575225564012,95.40371435575454,2
174,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.40752001971605,27.604575225564012]}",27.604575225564012,95.40752001971605,2
175,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39316723407865,27.601202773343037]}",27.601202773343037,95.39316723407865,2
176,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.3969727809217,27.601202773343037]}",27.601202773343037,95.3969727809217,2
177,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.40077832776473,27.601202773343037]}",27.601202773343037,95.40077832776473,2
178,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.40458387460775,27.601202773343037]}",27.601202773343037,95.40458387460775,2
179,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39023195149068,27.597830321122064]}",27.597830321122064,95.39023195149068,2
180,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39403738123565,27.597830321122064]}",27.597830321122064,95.39403738123565,2
181,0.59,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.39784281098062,27.597830321122064]}",27.597830321122064,95.39784281098062,2
182,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42554707335923,27.47642204116699]}",27.47642204116699,95.42554707335923,2
183,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42934830113225,27.47642204116699]}",27.47642204116699,95.42934830113225,2
184,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.43314952890526,27.47642204116699]}",27.47642204116699,95.43314952890526,2
185,1.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4188252403349,27.473049588946022]}",27.473049588946022,95.4188252403349,2
186,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42262635176247,27.473049588946022]}",27.473049588946022,95.42262635176247,2
187,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42642746319004,27.473049588946022]}",27.473049588946022,95.42642746319004,2
188,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.43022857461762,27.473049588946022]}",27.473049588946022,95.43022857461762,2
189,1.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.41590514442467,27.469677136725046]}",27.469677136725046,95.41590514442467,2
190,1.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4197061395271,27.469677136725046]}",27.469677136725046,95.4197061395271,2
191,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42350713462952,27.469677136725046]}",27.469677136725046,95.42350713462952,2
192,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42730812973193,27.469677136725046]}",27.469677136725046,95.42730812973193,2
193,1.13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.43110912483434,27.469677136725046]}",27.469677136725046,95.43110912483434,2
194,1.49,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.41298555778855,27.46630468450407]}",27.46630468450407,95.41298555778855,2
195,1.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.41678643658611,27.46630468450407]}",27.46630468450407,95.41678643658611,2
196,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42058731538364,27.46630468450407]}",27.46630468450407,95.42058731538364,2
197,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42438819418119,27.46630468450407]}",27.46630468450407,95.42438819418119,2
198,1.13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42818907297874,27.46630468450407]}",27.46630468450407,95.42818907297874,2
199,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47760049734684,27.46630468450407]}",27.46630468450407,95.47760049734684,2
200,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.48140137614438,27.46630468450407]}",27.46630468450407,95.48140137614438,2
201,0.43,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.48520225494191,27.46630468450407]}",27.46630468450407,95.48520225494191,2
202,1.66,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.41386724287253,27.462932232283098]}",27.462932232283098,95.41386724287253,2
203,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4176680053855,27.462932232283098]}",27.462932232283098,95.4176680053855,2
204,0.99,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.42146876789843,27.462932232283098]}",27.462932232283098,95.42146876789843,2
205,1.13,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4252695304114,27.462932232283098]}",27.462932232283098,95.4252695304114,2
206,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47467944307988,27.462932232283098]}",27.462932232283098,95.47467944307988,2
207,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47848020559285,27.462932232283098]}",27.462932232283098,95.47848020559285,2
208,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4822809681058,27.462932232283098]}",27.462932232283098,95.4822809681058,2
209,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.48608173061875,27.462932232283098]}",27.462932232283098,95.48608173061875,2
210,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47175889829789,27.459559780062122]}",27.459559780062122,95.47175889829789,2
211,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47555954454656,27.459559780062122]}",27.459559780062122,95.47555954454656,2
212,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4793601907952,27.459559780062122]}",27.459559780062122,95.4793601907952,2
213,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.48316083704385,27.459559780062122]}",27.459559780062122,95.48316083704385,2
214,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.46883886293388,27.45618732784115]}",27.45618732784115,95.46883886293388,2
215,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4726393929385,27.45618732784115]}",27.45618732784115,95.4726393929385,2
216,0.91,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47643992294313,27.45618732784115]}",27.45618732784115,95.47643992294313,2
217,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.48024045294777,27.45618732784115]}",27.45618732784115,95.48024045294777,2
218,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.46971975070174,27.452814875620174]}",27.452814875620174,95.46971975070174,2
219,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.47352016448262,27.452814875620174]}",27.452814875620174,95.47352016448262,2
220,0.82,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.4773205782635,27.452814875620174]}",27.452814875620174,95.4773205782635,2
221,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08949467809525,27.381993378979715]}",27.381993378979715,95.08949467809525,2
222,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.09329265585667,27.381993378979715]}",27.381993378979715,95.09329265585667,2
223,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.0970906336181,27.381993378979715]}",27.381993378979715,95.0970906336181,2
224,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08659595049461,27.378620926758742]}",27.378620926758742,95.08659595049461,2
225,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.09039381247773,27.378620926758742]}",27.378620926758742,95.09039381247773,2
226,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.0941916744608,27.378620926758742]}",27.378620926758742,95.0941916744608,2
227,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.08369772903123,27.37524847453777]}",27.37524847453777,95.08369772903123,2
228,0.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[95.0874954752562,27.37524847453777]}",27.37524847453777,95.0874954752562,2
