system:index,frp,.geo,latitude,longitude,cluster
1874,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13574693644145,21.136211865735543]}",21.136211865735543,81.13574693644145,23
1875,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13936263157052,21.136211865735543]}",21.136211865735543,81.13936263157052,23
1876,3.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9531202249816,21.13283941351457]}",21.13283941351457,80.9531202249816,23
1877,3.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.95673583784334,21.13283941351457]}",21.13283941351457,80.95673583784334,23
1878,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13028525520632,21.13283941351457]}",21.13283941351457,81.13028525520632,23
1879,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13390086806805,21.13283941351457]}",21.13283941351457,81.13390086806805,23
1880,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13751648092979,21.13283941351457]}",21.13283941351457,81.13751648092979,23
1881,3.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.95127863424474,21.129466961293595]}",21.129466961293595,80.95127863424474,23
1882,3.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.95489416485542,21.129466961293595]}",21.129466961293595,80.95489416485542,23
1883,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.128439634168,21.129466961293595]}",21.129466961293595,81.128439634168,23
1884,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13205516477869,21.129466961293595]}",21.129466961293595,81.13205516477869,23
1885,1.88,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.13567069538936,21.129466961293595]}",21.129466961293595,81.13567069538936,23
1886,3.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.94943740774082,21.12609450907262]}",21.12609450907262,80.94943740774082,23
1887,3.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.95305285611671,21.12609450907262]}",21.12609450907262,80.95305285611671,23
1888,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77439251269269,21.112604700188722]}",21.112604700188722,79.77439251269269,24
1889,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7780076322921,21.112604700188722]}",21.112604700188722,79.7780076322921,24
1890,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.78162275189152,21.112604700188722]}",21.112604700188722,79.78162275189152,24
1891,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77257964235989,21.10923224796775]}",21.10923224796775,79.77257964235989,24
1892,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77619467980583,21.10923224796775]}",21.10923224796775,79.77619467980583,24
1893,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77980971725178,21.10923224796775]}",21.10923224796775,79.77980971725178,24
1894,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77076713078328,21.105859795746778]}",21.105859795746778,79.77076713078328,24
1895,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.774382086092,21.105859795746778]}",21.105859795746778,79.774382086092,24
1896,7.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.77799704140075,21.105859795746778]}",21.105859795746778,79.77799704140075,24
1897,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.8567533495818,21.06876282131606]}",21.06876282131606,80.8567533495818,23
1898,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.86036740245375,21.06876282131606]}",21.06876282131606,80.86036740245375,23
1899,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.86398145532567,21.06876282131606]}",21.06876282131606,80.86398145532567,23
1900,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85492006586665,21.065390369095084]}",21.065390369095084,80.85492006586665,23
1901,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85853403679636,21.065390369095084]}",21.065390369095084,80.85853403679636,23
1902,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.86214800772603,21.065390369095084]}",21.065390369095084,80.86214800772603,23
1903,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85308714539546,21.06201791687411]}",21.06201791687411,80.85308714539546,23
1904,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85670103439914,21.06201791687411]}",21.06201791687411,80.85670103439914,23
1905,5.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.8603149234028,21.06201791687411]}",21.06201791687411,80.8603149234028,23
1906,9.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85275358468667,21.01480358578047]}",21.01480358578047,80.85275358468667,23
1907,9.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85636632842997,21.01480358578047]}",21.01480358578047,80.85636632842997,23
1908,9.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85997907217327,21.01480358578047]}",21.01480358578047,80.85997907217327,23
1909,9.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85092553661269,21.0114311335595]}",21.0114311335595,80.85092553661269,23
1910,9.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85453819867332,21.0114311335595]}",21.0114311335595,80.85453819867332,23
1911,9.28,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.85815086073396,21.0114311335595]}",21.0114311335595,80.85815086073396,23
1912,4.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39452421439664,20.991196420233653]}",20.991196420233653,78.39452421439664,25
1913,4.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39813638670157,20.991196420233653]}",20.991196420233653,78.39813638670157,25
1914,4.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.40174855900648,20.991196420233653]}",20.991196420233653,78.40174855900648,25
1915,4.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39275392724062,20.98782396801268]}",20.98782396801268,78.39275392724062,25
1916,4.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39636601797629,20.98782396801268]}",20.98782396801268,78.39636601797629,25
1917,4.42,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.39997810871196,20.98782396801268]}",20.98782396801268,78.39997810871196,25
1918,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82138009398454,20.95747189802391]}",20.95747189802391,79.82138009398454,24
1919,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8249914513257,20.95747189802391]}",20.95747189802391,79.8249914513257,24
1920,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82860280866684,20.95747189802391]}",20.95747189802391,79.82860280866684,24
1921,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81958075760498,20.954099445802935]}",20.954099445802935,79.81958075760498,24
1922,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.8231920335388,20.954099445802935]}",20.954099445802935,79.8231920335388,24
1923,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82680330947261,20.954099445802935]}",20.954099445802935,79.82680330947261,24
1924,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79462525973202,20.954099445802935]}",20.954099445802935,80.79462525973202,23
1925,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79823653566584,20.954099445802935]}",20.954099445802935,80.79823653566584,23
1926,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80184781159963,20.954099445802935]}",20.954099445802935,80.80184781159963,23
1927,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.81778177887115,20.950726993581966]}",20.950726993581966,79.81778177887115,24
1928,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82139297341381,20.950726993581966]}",20.950726993581966,79.82139297341381,24
1929,3.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.82500416795644,20.950726993581966]}",20.950726993581966,79.82500416795644,24
1930,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79280430538384,20.950726993581966]}",20.950726993581966,80.79280430538384,23
1931,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.7964154999265,20.950726993581966]}",20.950726993581966,80.7964154999265,23
1932,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80002669446912,20.950726993581966]}",20.950726993581966,80.80002669446912,23
1933,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79098371301316,20.94735454136099]}",20.94735454136099,80.79098371301316,23
1934,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79459482618083,20.94735454136099]}",20.94735454136099,80.79459482618083,23
1935,2.2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79820593934848,20.94735454136099]}",20.94735454136099,80.79820593934848,23
1936,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80181705251614,20.94735454136099]}",20.94735454136099,80.80181705251614,23
1937,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.8054281656838,20.94735454136099]}",20.94735454136099,80.8054281656838,23
1938,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80903927885144,20.94735454136099]}",20.94735454136099,80.80903927885144,23
1939,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79999657800946,20.943982089140015]}",20.943982089140015,80.79999657800946,23
1940,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.8036076098183,20.943982089140015]}",20.943982089140015,80.8036076098183,23
1941,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80721864162714,20.943982089140015]}",20.943982089140015,80.80721864162714,23
1942,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.79817646545465,20.940609636919042]}",20.940609636919042,80.79817646545465,23
1943,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80178741592086,20.940609636919042]}",20.940609636919042,80.80178741592086,23
1944,2.04,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.80539836638707,20.940609636919042]}",20.940609636919042,80.80539836638707,23
1945,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63188237425999,20.846180974731762]}",20.846180974731762,80.63188237425999,23
1946,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63549105369326,20.846180974731762]}",20.846180974731762,80.63549105369326,23
1947,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63909973312653,20.846180974731762]}",20.846180974731762,80.63909973312653,23
1948,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63007533019714,20.84280852251079]}",20.84280852251079,80.63007533019714,23
1949,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63368392875617,20.84280852251079]}",20.84280852251079,80.63368392875617,23
1950,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.6372925273152,20.84280852251079]}",20.84280852251079,80.6372925273152,23
1951,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.62826864646203,20.839436070289818]}",20.839436070289818,80.62826864646203,23
1952,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63187716416294,20.839436070289818]}",20.839436070289818,80.63187716416294,23
1953,2.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.63548568186384,20.839436070289818]}",20.839436070289818,80.63548568186384,23
1954,3.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78520569724517,20.815828904742997]}",20.815828904742997,80.78520569724517,23
1955,3.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78881364939065,20.815828904742997]}",20.815828904742997,80.78881364939065,23
1956,3.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78339810053927,20.81245645252202]}",20.81245645252202,80.78339810053927,23
1957,3.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78700597195557,20.81245645252202]}",20.81245645252202,80.78700597195557,23
1958,3.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78159086458804,20.80908400030105]}",20.80908400030105,80.78159086458804,23
1959,3.51,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.7851986552913,20.80908400030105]}",20.80908400030105,80.7851986552913,23
1960,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73469690219709,20.748379860323514]}",20.748379860323514,80.73469690219709,23
1961,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73830324281855,20.748379860323514]}",20.748379860323514,80.73830324281855,23
1962,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74190958344002,20.748379860323514]}",20.748379860323514,80.74190958344002,23
1963,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73289683524474,20.74500740810254]}",20.74500740810254,80.73289683524474,23
1964,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73650309545896,20.74500740810254]}",20.74500740810254,80.73650309545896,23
1965,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74010935567317,20.74500740810254]}",20.74500740810254,80.74010935567317,23
1966,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73109712824984,20.741634955881565]}",20.741634955881565,80.73109712824984,23
1967,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.7347033080729,20.741634955881565]}",20.741634955881565,80.7347033080729,23
1968,1.83,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73830948789595,20.741634955881565]}",20.741634955881565,80.73830948789595,23
1969,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.63652928768941,20.701165529229872]}",20.701165529229872,78.63652928768941,25
1970,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.64013450407202,20.701165529229872]}",20.701165529229872,78.64013450407202,25
1971,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.64373972045466,20.701165529229872]}",20.701165529229872,78.64373972045466,25
1972,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.63478036163508,20.697793077008903]}",20.697793077008903,78.63478036163508,25
1973,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.63838549783542,20.697793077008903]}",20.697793077008903,78.63838549783542,25
1974,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.64199063403576,20.697793077008903]}",20.697793077008903,78.64199063403576,25
1975,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.63303178579517,20.694420624787927]}",20.694420624787927,78.63303178579517,25
1976,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.63663684182926,20.694420624787927]}",20.694420624787927,78.63663684182926,25
1977,0.87,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.64024189786338,20.694420624787927]}",20.694420624787927,78.64024189786338,25
1978,3.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.83989161602214,20.532542918181164]}",20.532542918181164,80.83989161602214,23
1979,3.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.84349284292733,20.532542918181164]}",20.532542918181164,80.84349284292733,23
1980,3.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.84709406983252,20.532542918181164]}",20.532542918181164,80.84709406983252,23
1981,3.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.8381096707907,20.529170465960192]}",20.529170465960192,80.8381096707907,23
1982,3.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.84171081831444,20.529170465960192]}",20.529170465960192,80.84171081831444,23
1983,3.22,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.84531196583815,20.529170465960192]}",20.529170465960192,80.84531196583815,23
1984,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73942433119726,20.47858368264558]}",20.47858368264558,80.73942433119726,23
1985,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74302428991513,20.47858368264558]}",20.47858368264558,80.74302428991513,23
1986,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.746624248633,20.47858368264558]}",20.47858368264558,80.746624248633,23
1987,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.7376497019534,20.475211230424605]}",20.475211230424605,80.7376497019534,23
1988,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74124958154522,20.475211230424605]}",20.475211230424605,80.74124958154522,23
1989,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74484946113705,20.475211230424605]}",20.475211230424605,80.74484946113705,23
1990,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73587543042653,20.47183877820363]}",20.47183877820363,80.73587543042653,23
1991,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.73947523090824,20.47183877820363]}",20.47183877820363,80.73947523090824,23
1992,4.57,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.74307503138996,20.47183877820363]}",20.47183877820363,80.74307503138996,23
1999,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02513803557383,20.117731295001345]}",20.117731295001345,79.02513803557383,26
2000,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02872961793906,20.117731295001345]}",20.117731295001345,79.02872961793906,26
2001,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0323212003043,20.117731295001345]}",20.117731295001345,79.0323212003043,26
2002,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02343438746693,20.11435884278037]}",20.11435884278037,79.02343438746693,26
2003,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02702589240373,20.11435884278037]}",20.11435884278037,79.02702589240373,26
2004,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.03061739734054,20.11435884278037]}",20.11435884278037,79.03061739734054,26
2005,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02173108658252,20.110986390559393]}",20.110986390559393,79.02173108658252,26
2006,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02532251410666,20.110986390559393]}",20.110986390559393,79.02532251410666,26
2007,0.93,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.02891394163082,20.110986390559393]}",20.110986390559393,79.02891394163082,26
2008,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5877117164273,20.104241486117445]}",20.104241486117445,80.5877117164273,23
2009,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5913029891735,20.104241486117445]}",20.104241486117445,80.5913029891735,23
2010,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.59489426191968,20.104241486117445]}",20.104241486117445,80.59489426191968,23
2011,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.58597564836093,20.100869033896473]}",20.100869033896473,80.58597564836093,23
2012,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5895668437418,20.100869033896473]}",20.100869033896473,80.5895668437418,23
2013,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.59315803912267,20.100869033896473]}",20.100869033896473,80.59315803912267,23
2014,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.58423993427355,20.097496581675497]}",20.097496581675497,80.58423993427355,23
2015,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.58783105230488,20.097496581675497]}",20.097496581675497,80.58783105230488,23
2016,4.25,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.5914221703362,20.097496581675497]}",20.097496581675497,80.5914221703362,23
2017,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18085389247723,20.006440371709196]}",20.006440371709196,79.18085389247723,26
2018,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18444292802799,20.006440371709196]}",20.006440371709196,79.18444292802799,26
2019,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18803196357875,20.006440371709196]}",20.006440371709196,79.18803196357875,26
2020,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17915714707289,20.00306791948822]}",20.00306791948822,79.17915714707289,26
2021,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18274610571515,20.00306791948822]}",20.00306791948822,79.18274610571515,26
2022,0.67,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.18633506435744,20.00306791948822]}",20.00306791948822,79.18633506435744,26
2023,1.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.33463707179466,19.96259849283653]}",19.96259849283653,79.33463707179466,26
2024,1.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.33822510876158,19.96259849283653]}",19.96259849283653,79.33822510876158,26
2025,1.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.3418131457285,19.96259849283653]}",19.96259849283653,79.3418131457285,26
2026,1.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.33294107655588,19.959226040615558]}",19.959226040615558,79.33294107655588,26
2027,1.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.33652903681869,19.959226040615558]}",19.959226040615558,79.33652903681869,26
2028,1.64,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.34011699708148,19.959226040615558]}",19.959226040615558,79.34011699708148,26
2029,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.5648867479782,19.87828718731218]}",19.87828718731218,79.5648867479782,26
2030,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56847287205143,19.87828718731218]}",19.87828718731218,79.56847287205143,26
2031,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.57205899612464,19.87828718731218]}",19.87828718731218,79.57205899612464,26
2032,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56319362666352,19.874914735091203]}",19.874914735091203,79.56319362666352,26
2033,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56677967442491,19.874914735091203]}",19.874914735091203,79.56677967442491,26
2034,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.5703657221863,19.874914735091203]}",19.874914735091203,79.5703657221863,26
2035,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56150085304438,19.871542282870227]}",19.871542282870227,79.56150085304438,26
2036,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56508682450958,19.871542282870227]}",19.871542282870227,79.56508682450958,26
2037,3.54,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56867279597479,19.871542282870227]}",19.871542282870227,79.56867279597479,26
2038,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.86459531091916,19.804093238450747]}",19.804093238450747,78.86459531091916,26
2039,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.86817975974957,19.804093238450747]}",19.804093238450747,78.86817975974957,26
2040,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.87176420857996,19.804093238450747]}",19.804093238450747,78.87176420857996,26
2041,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.86292388505734,19.80072078622977]}",19.80072078622977,78.86292388505734,26
2042,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.86650825792032,19.80072078622977]}",19.80072078622977,78.86650825792032,26
2043,0.71,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.87009263078328,19.80072078622977]}",19.80072078622977,78.87009263078328,26
2044,1.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.1720910854349,19.723154385147364]}",19.723154385147364,79.1720910854349,26
2045,1.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17567371535993,19.723154385147364]}",19.723154385147364,79.17567371535993,26
2046,1.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17925634528498,19.723154385147364]}",19.723154385147364,79.17925634528498,26
2047,1.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17042057528,19.71978193292639]}",19.71978193292639,79.17042057528,26
2048,1.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17400312961252,19.71978193292639]}",19.71978193292639,79.17400312961252,26
2049,1.29,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.17758568394501,19.71978193292639]}",19.71978193292639,79.17758568394501,26
2050,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42497777082173,19.682684958495674]}",19.682684958495674,78.42497777082173,26
2051,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42855949466562,19.682684958495674]}",19.682684958495674,78.42855949466562,26
2052,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.4321412185095,19.682684958495674]}",19.682684958495674,78.4321412185095,26
2053,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.43572294235338,19.682684958495674]}",19.682684958495674,78.43572294235338,26
2054,5.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42332670302036,19.679312506274698]}",19.679312506274698,78.42332670302036,26
2055,5.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42690835145882,19.679312506274698]}",19.679312506274698,78.42690835145882,26
2056,5.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.43048999989726,19.679312506274698]}",19.679312506274698,78.43048999989726,26
2057,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.43407164833573,19.679312506274698]}",19.679312506274698,78.43407164833573,26
2058,5.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42167597642663,19.675940054053726]}",19.675940054053726,78.42167597642663,26
2059,5.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42525754947523,19.675940054053726]}",19.675940054053726,78.42525754947523,26
2060,5.07,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.42883912252385,19.675940054053726]}",19.675940054053726,78.42883912252385,26
2061,4.9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.43242069557247,19.675940054053726]}",19.675940054053726,78.43242069557247,26
2062,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.794626479331,19.463475564132352]}",19.463475564132352,76.794626479331,27
2063,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79820333416966,19.463475564132352]}",19.463475564132352,76.79820333416966,27
2064,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79302921432884,19.460103111911376]}",19.460103111911376,76.79302921432884,27
2065,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79660599477185,19.460103111911376]}",19.460103111911376,76.79660599477185,27
2066,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.7914322818108,19.456730659690404]}",19.456730659690404,76.7914322818108,27
2067,2.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[76.79500898787367,19.456730659690404]}",19.456730659690404,76.79500898787367,27
2077,1.94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.93287203266974,22.39413654415891]}",22.39413654415891,83.93287203266974,23
2078,1.94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.93651956331897,22.39413654415891]}",22.39413654415891,83.93651956331897,23
2079,1.94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.94016709396821,22.39413654415891]}",22.39413654415891,83.94016709396821,23
2080,1.94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9308365650759,22.390764091937935]}",22.390764091937935,83.9308365650759,23
2081,1.94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.93448400726835,22.390764091937935]}",22.390764091937935,83.93448400726835,23
2082,1.94,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.93813144946083,22.390764091937935]}",22.390764091937935,83.93813144946083,23
2083,1.14,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30071697409016,22.36041202194917]}",22.36041202194917,82.30071697409016,23
2084,1.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30436362093322,22.36041202194917]}",22.36041202194917,82.30436362093322,23
2085,1.84,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30801026777625,22.36041202194917]}",22.36041202194917,82.30801026777625,23
