system:index,tropospheric_HCHO_column_number_density,.geo,latitude,longitude,cluster
26119,0.00013245624299931962,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.55081238011988,26.814711230967717]}",26.814711230967717,71.55081238011988,0
26120,0.00013003710648461762,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.64064390853184,26.814711230967717]}",26.814711230967717,71.64064390853184,0
26121,0.00012553797168173944,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.73047543694379,26.814711230967717]}",26.814711230967717,71.73047543694379,0
26122,0.00013105050566566325,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.82030696535574,26.814711230967717]}",26.814711230967717,71.82030696535574,0
26123,0.00012685925960014243,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.91013849376769,26.814711230967717]}",26.814711230967717,71.91013849376769,0
26124,0.00012713078263491798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[71.99997002217964,26.814711230967717]}",26.814711230967717,71.99997002217964,0
26125,0.00013418600475258703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.0898015505916,26.814711230967717]}",26.814711230967717,72.0898015505916,0
26126,0.00013025790640316528,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.17963307900355,26.814711230967717]}",26.814711230967717,72.17963307900355,0
26127,0.00013630171749004917,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.2694646074155,26.814711230967717]}",26.814711230967717,72.2694646074155,0
26128,0.0001211502223684629,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.35929613582745,26.814711230967717]}",26.814711230967717,72.35929613582745,0
26129,0.00012968665336545387,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.44912766423941,26.814711230967717]}",26.814711230967717,72.44912766423941,0
26130,0.00013280775594931774,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.53895919265136,26.814711230967717]}",26.814711230967717,72.53895919265136,0
26131,0.00012765887996968154,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.62879072106331,26.814711230967717]}",26.814711230967717,72.62879072106331,0
26132,0.00012932951702138086,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.71862224947526,26.814711230967717]}",26.814711230967717,72.71862224947526,0
26133,0.00013586814277400787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.80845377788721,26.814711230967717]}",26.814711230967717,72.80845377788721,0
26134,0.00013311224580287798,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.89828530629917,26.814711230967717]}",26.814711230967717,72.89828530629917,0
26135,0.0001341346192163345,"{""geodesic"":false,""type"":""Point"",""coordinates"":[72.98811683471112,26.814711230967717]}",26.814711230967717,72.98811683471112,0
26136,0.00013947602629202577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.07794836312307,26.814711230967717]}",26.814711230967717,73.07794836312307,0
26137,0.0001344914275321875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.16777989153502,26.814711230967717]}",26.814711230967717,73.16777989153502,0
26138,0.00012822889540279909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.25761141994698,26.814711230967717]}",26.814711230967717,73.25761141994698,0
26139,0.0001396200060451955,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.34744294835893,26.814711230967717]}",26.814711230967717,73.34744294835893,0
26140,0.00013904937859023607,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.43727447677088,26.814711230967717]}",26.814711230967717,73.43727447677088,0
26141,0.0001404008662726611,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.52710600518283,26.814711230967717]}",26.814711230967717,73.52710600518283,0
26142,0.00013552143663709117,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.61693753359478,26.814711230967717]}",26.814711230967717,73.61693753359478,0
26143,0.0001371727299708261,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.70676906200674,26.814711230967717]}",26.814711230967717,73.70676906200674,0
26144,0.00013587045931161322,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.79660059041869,26.814711230967717]}",26.814711230967717,73.79660059041869,0
26145,0.00013652275942293866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.88643211883064,26.814711230967717]}",26.814711230967717,73.88643211883064,0
26146,0.00013717282463002162,"{""geodesic"":false,""type"":""Point"",""coordinates"":[73.97626364724259,26.814711230967717]}",26.814711230967717,73.97626364724259,0
26147,0.0001418809025991156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.06609517565454,26.814711230967717]}",26.814711230967717,74.06609517565454,0
26148,0.0001402531287560191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.1559267040665,26.814711230967717]}",26.814711230967717,74.1559267040665,0
26149,0.00013753224610589445,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.24575823247845,26.814711230967717]}",26.814711230967717,74.24575823247845,0
26150,0.00014819308694963138,"{""geodesic"":false,""type"":""Point"",""coordinates"":[74.3355897608904,26.814711230967717]}",26.814711230967717,74.3355897608904,0
