frp,hcho
0.42,0.0001966692197094357
0.42,0.0001966692197094357
1.47,0.0001862168645445048
1.47,0.0001862168645445048
1.47,0.0001862168645445048
1.47,0.0001862168645445048
1.47,0.0001862168645445048
1.47,0.0001862168645445048
6.67,0.00018858363449974388
6.67,0.00018858363449974388
6.67,0.00018228430214701808
6.67,0.00018228430214701808
2.76,0.00018228430214701808
2.76,0.00018228430214701808
2.76,0.00018228430214701808
2.76,0.00018228430214701808
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
2.67,0.0001737842835752965
5.78,0.0001737842835752965
5.78,0.0001737842835752965
5.78,0.0001737842835752965
5.78,0.0001737842835752965
5.78,0.0001737842835752965
5.78,0.0001737842835752965
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
6.44,0.00017317177012451924
2.36,0.00017735004830850433
2.36,0.00017735004830850433
2.36,0.00017735004830850433
2.36,0.00017735004830850433
2.36,0.00017735004830850433
2.36,0.00017735004830850433
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
3.7,0.00017619576861334878
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.61,0.00014535638044674496
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.68,0.00014145783970196486
0.56,0.00014145783970196486
0.56,0.00014145783970196486
0.56,0.00014145783970196486
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
2.88,0.00011104202300717864
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.62,0.00012943373176899176
0.6,0.00012943373176899176
0.6,0.00012943373176899176
0.6,0.00012943373176899176
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
1.13,0.0001436022057698732
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.6,0.00014195509340859407
0.81,0.00014463889638087677
0.81,0.00014463889638087677
0.81,0.00014463889638087677
0.96,0.00014463889638087677
0.81,0.00014463889638087677
0.81,0.00014463889638087677
0.81,0.00014463889638087677
0.96,0.00014463889638087677
0.81,0.00014463889638087677
0.81,0.00014463889638087677
0.81,0.00014463889638087677
0.96,0.00014463889638087677
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
1.16,0.00020368382492077516
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
4.08,0.00022281805319299304
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
3.29,0.0001992826065504648
4.09,0.00021037940963097672
